df,section_name,cb_col_name,col_name
v3,The Brief Homelessness Questionnaire,BH18BV3G,bh_18bg
v3,The Brief Homelessness Questionnaire,BH18BV3H,bh_18bh
v3,The Brief Homelessness Questionnaire,BH18B1V3,bh_18b1
v3,MacArthur Scale of Subjective Soical Status,SSS1_V3,sss_1
v3,MacArthur Scale of Subjective Soical Status,SSS2_V3,sss_2
v3,Patient Health Questionnaire,PHQ1_V3,phq_1
v3,Patient Health Questionnaire,PHQ2_V3,phq_2
v3,Patient Health Questionnaire,PHQ3_V3,phq_3
v3,Patient Health Questionnaire,PHQ4_V3,phq_4
v3,Patient Health Questionnaire,PHQ5_V3,phq_5
v3,Patient Health Questionnaire,PHQ6_V3,phq_6
v3,Patient Health Questionnaire,PHQ7_V3,phq_7
v3,Patient Health Questionnaire,PHQ8_V3,phq_8
v3,Patient Health Questionnaire,PHQ9_V3,phq_9
v3,Patient Health Questionnaire,PHQ10_V3,phq_10
v3,Patient Health Questionnaire,PHQ11_V3,phq_11
v3,Patient Health Questionnaire,PHQ12_V3,phq_12
v3,Patient Health Questionnaire,PHQ13_V3,phq_13
v3,Patient Health Questionnaire,PHQ14_V3,phq_14
v3,Patient Health Questionnaire,PHQ15_V3,phq_15
v3,SF-12 Health Survey,HS1_V3,hs_1
v3,SF-12 Health Survey,HS2_V3,hs_2
v3,SF-12 Health Survey,HS3_V3,hs_3
v3,SF-12 Health Survey,HS4_V3,hs_4
v3,SF-12 Health Survey,HS5_V3,hs_5
v3,SF-12 Health Survey,HS6_V3,hs_6
v3,SF-12 Health Survey,HS7_V3,hs_7
v3,SF-12 Health Survey,HS8_V3,hs_8
v3,SF-12 Health Survey,HS9_V3,hs_9
v3,SF-12 Health Survey,HS10_V3,hs_10
v3,SF-12 Health Survey,HS11_V3,hs_11
v3,SF-12 Health Survey,HS12_V3,hs_12
v3,Health Related Quality of Life,HRQ1_V3,hrq_1
v3,Health Related Quality of Life,HRQ2_V3,hrq_2
v3,Health Related Quality of Life,HRQ3_V3,hrq_3
v3,Self-Rated Health Questionnaire,S2_V3,srh_1
v3,Self-Rated Health Questionnaire,S2_V3A,srh_1a
v3,Self-Rated Health Questionnaire,S2_V3B,srh_1b
v3,Self-Rated Health Questionnaire,S2_V3C,srh_1c
v3,Self-Rated Health Questionnaire,S2_V3D,srh_1d
v3,Self-Rated Health Questionnaire,S2_V3E,srh_1e
v3,Self-Rated Health Questionnaire,S2_V3F,srh_1f
v3,Self-Rated Health Questionnaire,S2_V3G,srh_1g
v3,Self-Rated Health Questionnaire,S2_V3H,srh_1h
v3,Self-Rated Health Questionnaire,SR3A_V3,srh_2a
v3,Self-Rated Health Questionnaire,SR3B_V3,srh_2b
v3,Self-Rated Health Questionnaire,SR3C_V3,srh_2c
v3,Self-Rated Health Questionnaire,SR3D_V3,srh_2d
v3,Self-Rated Health Questionnaire,SR3E_V3,srh_2e
v3,Self-Rated Health Questionnaire,SR3F_V3,srh_2f
v3,Self-Rated Health Questionnaire,S18_V3,srh_18
v3,Self-Rated Health Questionnaire,S18_V3A,srh_18a
v3,Self-Rated Health Questionnaire,S18_V3B,srh_18b
v3,Self-Rated Health Questionnaire,S18_V3C,srh_18c
v3,Self-Rated Health Questionnaire,S18_V3D,srh_18d
v3,Self-Rated Health Questionnaire,S18_V3E,srh_18e
v3,Self-Rated Health Questionnaire,S18_V3F,srh_18f
v3,Self-Rated Health Questionnaire,S18_V3G,srh_18g
v3,Self-Rated Health Questionnaire,S18_V3H,srh_18h
v3,Self-Rated Health Questionnaire,S18_V3I,srh_18i
v3,Self-Rated Health Questionnaire,S18_V3J,srh_18j
v3,Self-Rated Health Questionnaire,S18_V3K,srh_18k
v3,Self-Rated Health Questionnaire,S18_V3L,srh_18l
v3,Self-Rated Health Questionnaire,S24_V3,srh_24
v3,Self-Rated Health Questionnaire,S24_V3A,srh_24a
v3,Self-Rated Health Questionnaire,S24_V3B,srh_24b
v3,Self-Rated Health Questionnaire,S24_V3C,srh_24c
v3,Self-Rated Health Questionnaire,S24_V3D,srh_24d
v3,Self-Rated Health Questionnaire,S24_V3E,srh_24e
v3,Self-Rated Health Questionnaire,S24_V3F,srh_24f
v3,Self-Rated Health Questionnaire,S25A_V3,srh_25
v3,Self-Rated Health Questionnaire,S26A_V3,srh_26
v3,Self-Rated Health Questionnaire,S26A_V3A,srh_26a
v3,Self-Rated Health Questionnaire,S26A_V3B,srh_26b
v3,Self-Rated Health Questionnaire,S26A_V3C,srh_26c
v3,Self-Rated Health Questionnaire,S26A_V3D,srh_26d
v3,Self-Rated Health Questionnaire,S26A_V3E,srh_26e
v3,Self-Rated Health Questionnaire,S26A_V3F,srh_26f
v3,Self-Rated Health Questionnaire,S26A_V3G,srh_26g
v3,Self-Rated Health Questionnaire,S25B_V3,srh_27
v3,Self-Rated Health Questionnaire,S26B_V3,srh_28
v3,Self-Rated Health Questionnaire,S26B_V3A,srh_28a
v3,Self-Rated Health Questionnaire,S26B_V3B,srh_28b
v3,Self-Rated Health Questionnaire,S26B_V3C,srh_28c
v3,Self-Rated Health Questionnaire,S26B_V3D,srh_28d
v3,Self-Rated Health Questionnaire,S26B_V3E,srh_28e
v3,Self-Rated Health Questionnaire,S26B_V3F,srh_28f
v3,Self-Rated Health Questionnaire,S26B_V3G,srh_28g
v3,Self-Rated Health Questionnaire,S25C_V3,srh_29
v3,Self-Rated Health Questionnaire,S26C_V3,srh_30
v3,Self-Rated Health Questionnaire,S26C_V3A,srh_30a
v3,Self-Rated Health Questionnaire,S26C_V3B,srh_30b
v3,Self-Rated Health Questionnaire,S26C_V3C,srh_30c
v3,Self-Rated Health Questionnaire,S26C_V3D,srh_30d
v3,Self-Rated Health Questionnaire,S26C_V3E,srh_30e
v3,Self-Rated Health Questionnaire,S26C_V3F,srh_30f
v3,Self-Rated Health Questionnaire,S26C_V3G,srh_30g
v3,Self-Rated Health Questionnaire,S25D_V3,srh_31
v3,Self-Rated Health Questionnaire,S26D_V3,srh_32
v3,Self-Rated Health Questionnaire,S26D_V3A,srh_32a
v3,Self-Rated Health Questionnaire,S26D_V3B,srh_32b
v3,Self-Rated Health Questionnaire,S26D_V3C,srh_32c
v3,Self-Rated Health Questionnaire,S26D_V3D,srh_32d
v3,Self-Rated Health Questionnaire,S26D_V3E,srh_32e
v3,Self-Rated Health Questionnaire,S26D_V3F,srh_32f
v3,Self-Rated Health Questionnaire,S26D_V3G,srh_32g
v3,Self-Rated Health Questionnaire,S25E_V3,srh_33
v3,Self-Rated Health Questionnaire,S26E_V3,srh_34
v3,Self-Rated Health Questionnaire,S26E_V3A,srh_34a
v3,Self-Rated Health Questionnaire,S26E_V3B,srh_34b
v3,Self-Rated Health Questionnaire,S26E_V3C,srh_34c
v3,Self-Rated Health Questionnaire,S26E_V3D,srh_34d
v3,Self-Rated Health Questionnaire,S26E_V3E,srh_34e
v3,Self-Rated Health Questionnaire,S26E_V3F,srh_34f
v3,Self-Rated Health Questionnaire,S26E_V3G,srh_34g
v3,Self-Rated Health Questionnaire,S27_V3,srh_35
v3,Self-Rated Health Questionnaire,S28_V3,srh_36
v3,Self-Rated Health Questionnaire,S32_V3,srh_40
v3,Self-Rated Health Questionnaire,S32_V3A,srh_40a
v3,Self-Rated Health Questionnaire,S32_V3B,srh_40b
v3,Self-Rated Health Questionnaire,S32_V3C,srh_40c
v3,Self-Rated Health Questionnaire,S32_V3D,srh_40d
v3,Self-Rated Health Questionnaire,S32_V3E,srh_40e
v3,Self-Rated Health Questionnaire,S32_V3F,srh_40f
v3,Self-Rated Health Questionnaire,S32_V3G,srh_40g
v3,Self-Rated Health Questionnaire,S32_V3H,srh_40h
v3,Self-Rated Health Questionnaire,S32_V3I,srh_40i
v3,Self-Rated Health Questionnaire,S33_V3,srh_41
v3,Self-Rated Health Questionnaire,S37_V3,srh_45
v3,Self-Rated Health Questionnaire,S39A_V3,srh_47
v3,Self-Rated Health Questionnaire,S39B_V3,srh_48
v3,Self-Rated Health Questionnaire,S40_V3,srh_49
v3,Self-Rated Health Questionnaire,S41_V3,srh_50
v3,Self-Rated Health Questionnaire,S42_V3,srh_51
v3,Self-Rated Health Questionnaire,S43_V3,srh_52
v3,Self-Rated Health Questionnaire,S43_V3A,srh_52a
v3,Self-Rated Health Questionnaire,S43_V3B,srh_52b
v3,Self-Rated Health Questionnaire,S43_V3C,srh_52c
v3,Self-Rated Health Questionnaire,S43_V3D,srh_52d
v3,Self-Rated Health Questionnaire,S43_V3E,srh_52e
v3,Self-Rated Health Questionnaire,S43_V3F,srh_52f
v3,Self-Rated Health Questionnaire,S43_V3G,srh_52g
v3,Self-Rated Health Questionnaire,S43_V3H,srh_52h
v3,Self-Rated Health Questionnaire,S43_V3I,srh_52i
v3,Tobacco History Questionnaire,T1_V3,t_1
v3,Tobacco History Questionnaire,T2_V3,t_2
v3,Tobacco History Questionnaire,T3A_V3,t_3
v3,Tobacco History Questionnaire,T3A_V3Y,t_3y
v3,Tobacco History Questionnaire,T3A_V3M,t_3m
v3,Tobacco History Questionnaire,T3B_V3,t_4
v3,Tobacco History Questionnaire,T5_V3,t_6
v3,Tobacco History Questionnaire,T5A1_V3,t_6a
v3,Tobacco History Questionnaire,T5A2_V3,t_6b
v3,Tobacco History Questionnaire,T5A3_V3,t_6c
v3,Tobacco History Questionnaire,T5A4_V3,t_6d
v3,Tobacco History Questionnaire,T5A5_V3,t_6e
v3,Tobacco History Questionnaire,T5A6_V3,t_6f
v3,Tobacco History Questionnaire,T6_V3,t_7
v3,Tobacco History Questionnaire,T6A1_V3,t_7a
v3,Tobacco History Questionnaire,T6A2_V3,t_7b
v3,Tobacco History Questionnaire,T6A3_V3,t_7c
v3,Tobacco History Questionnaire,T6A4_V3,t_7d
v3,Tobacco History Questionnaire,T6A5_V3,t_7e
v3,Tobacco History Questionnaire,T6A6_V3,t_7f
v3,Tobacco History Questionnaire,T7_V3,t_8
v3,Tobacco History Questionnaire,T10_V3,t_11
v3,Tobacco History Questionnaire,T16_V3,t_17
v3,Tobacco History Questionnaire,T17_V3,t_18
v3,Tobacco History Questionnaire,T22_V3,t_23
v3,Tobacco History Questionnaire,T24_V3,t_25
v3,Tobacco History Questionnaire,T25_V3,t_26
v3,Tobacco History Questionnaire,T26_V3,t_27
v3,Tobacco History Questionnaire,T27_V3,t_28
v3,Tobacco History Questionnaire,T28_V3,t_29
v3,Tobacco History Questionnaire,T29_V3,t_30
v3,Tobacco History Questionnaire,T30_V3,t_31
v3,Tobacco History Questionnaire,T31_V3,t_32
v3,Tobacco History Questionnaire,T31_V3A,t_32a
v3,Tobacco History Questionnaire,T31_V3B,t_32b
v3,Tobacco History Questionnaire,T31_V3C,t_32c
v3,Tobacco History Questionnaire,T31_V3D,t_32d
v3,Tobacco History Questionnaire,T31_V3E,t_32e
v3,Tobacco History Questionnaire,T31_V3F,t_32f
v3,Tobacco History Questionnaire,T31_V3G,t_32g
v3,Tobacco History Questionnaire,T31_V3H,t_32h
v3,Tobacco History Questionnaire,T31_V3I,t_32i
v3,Tobacco History Questionnaire,T31_V3J,t_32j
v3,Tobacco History Questionnaire,T31B_V3,t_33
v3,Tobacco History Questionnaire,T31B_V3A,t_33a
v3,Tobacco History Questionnaire,T31B_V3B,t_33b
v3,Tobacco History Questionnaire,T31B_V3C,t_33c
v3,Tobacco History Questionnaire,T33_V3,t_35
v3,Tobacco History Questionnaire,T33_V3A,t_35a
v3,Tobacco History Questionnaire,T33_V3B,t_35b
v3,Tobacco History Questionnaire,T33_V3C,t_35c
v3,Tobacco History Questionnaire,T33_V3D,t_35d
v3,Tobacco History Questionnaire,T33_V3E,t_35e
v3,Tobacco History Questionnaire,T33_V3F,t_35f
v3,Tobacco History Questionnaire,T33_V3G,t_35g
v3,Tobacco History Questionnaire,T33_V3H,t_35h
v3,Tobacco History Questionnaire,T33_V3I,t_35i
v3,Tobacco History Questionnaire,T33_V3J,t_35j
v3,Tobacco History Questionnaire,T34_V3,t_36
v3,Tobacco History Questionnaire,T35_V3,t_37
v3,Tobacco History Questionnaire,T36_V3,t_38
v3,Tobacco History Questionnaire,T37_V3,t_39
v3,Tobacco History Questionnaire,T38_V3,t_40
v3,Tobacco History Questionnaire,T39_V3,t_41
v3,Tobacco History Questionnaire,T40_V3,t_42
v3,Heaviness of Smoking Index,HSI1_V3,hsi_1
v3,Heaviness of Smoking Index,HSI2_V13,hsi_2
v3,BRFSS - Inadequate Sleep,BRS1_V3,brs_1
v3,BRFSS - Inadequate Sleep,BRS2_V3,brs_2
v3,BRFSS - Inadequate Sleep,BRS3_V3,brs_3
v3,BRFSS - Inadequate Sleep,BRS4_V3,brs_4
v3,BRFSS - Inadequate Sleep,BRS5_V3,brs_5
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF1_V3,af_1
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF2M_V3,af_2m
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF3TU_V3,af_3tu
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF4W_V3,af_4w
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF5TH_V3,af_5th
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF6F_V3,af_6f
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF6SA_V3,af_6sa
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF8SU_V3,af_8su
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",DRINKS,drinks
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9_V3,af_9
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9A_V3,af_9a
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9B_V3,af_9b
v3,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9C_V3,af_9c
v3,Food Security,FSS1_V3,fss_1
v3,Food Security,FSS2_V3,fss_2
v3,Food Security,FSS3_V3,fss_3
v3,Food Security,FSS3A_V3,fss_3a
v3,Food Security,FSS4_V3,fss_4
v3,Food Security,FSS5_V3,fss_5
v3,Meal Survey,MS1_V3,ms_1
v3,Meal Survey,MS2_V3,ms_2
v3,Meal Survey,MS3_V3,ms_3
v3,Meal Survey,MS4_V3,ms_4
v3,Detroit Day Discrimination,DD1_V3,dd_1
v3,Detroit Day Discrimination,DD2_V3,dd_2
v3,Detroit Day Discrimination,DD3_V3,dd_3
v3,Detroit Day Discrimination,DD4_V3,dd_4
v3,Detroit Day Discrimination,DD5_V3,dd_5
v3,Detroit Day Discrimination,DD6_V3,dd_6
v3,Detroit Day Discrimination,DD7_V3,dd_7
v3,Detroit Day Discrimination,DD8_V3,dd_8
v3,Detroit Day Discrimination,DD9_V3,dd_9
v3,Detroit Day Discrimination,DD10_V3,dd_10
v3,Urban Life Stressor Scale,ULS1_V3,uls_1
v3,Urban Life Stressor Scale,ULS2_V3,uls_2
v3,Urban Life Stressor Scale,ULS3_V3,uls_3
v3,Urban Life Stressor Scale,ULS4_V3,uls_4
v3,Urban Life Stressor Scale,ULS5_V3,uls_5
v3,Urban Life Stressor Scale,ULS6_V3,uls_6
v3,Urban Life Stressor Scale,ULS7_V3,uls_7
v3,Urban Life Stressor Scale,ULS8_V3,uls_8
v3,Urban Life Stressor Scale,ULS9_V3,uls_9
v3,Urban Life Stressor Scale,ULS10_V3,uls_10
v3,Urban Life Stressor Scale,ULS11_V3,uls_11
v3,Urban Life Stressor Scale,ULS12_V3,uls_12
v3,Urban Life Stressor Scale,ULS13_V3,uls_13
v3,Urban Life Stressor Scale,ULS14_V3,uls_14
v3,Urban Life Stressor Scale,ULS15_V3,uls_15
v3,Urban Life Stressor Scale,ULS16_V3,uls_16
v3,Urban Life Stressor Scale,ULS17_V3,uls_17
v3,Urban Life Stressor Scale,ULS18_V3,uls_18
v3,Urban Life Stressor Scale,ULS19_V3,uls_19
v3,Urban Life Stressor Scale,ULS20_V3,uls_20
v3,Urban Life Stressor Scale,ULS21_V3,uls_21
v3,Personal Victimization,PV1_V3,pv_1
v3,Personal Victimization,PV2_V3,pv_2
v3,Percieved Sress Scale,PS1_V3,ps_1
v3,Percieved Sress Scale,PS2_V3,ps_2
v3,Percieved Sress Scale,PS3_V3,ps_3
v3,Percieved Sress Scale,PS4_V3,ps_4
v3,Agression Questionniare,AQ1_V3,aq_1
v3,Agression Questionniare,AQ2_V3,aq_2
v3,Agression Questionniare,AQ3_V3,aq_3
v3,Agression Questionniare,AQ4_V3,aq_4
v3,Agression Questionniare,AQ5_V3,aq_5
v3,Agression Questionniare,AQ6_V3,aq_6
v3,Agression Questionniare,AQ7_V3,aq_7
v3,Agression Questionniare,AQ8_V3,aq_8
v3,Agression Questionniare,AQ9_V3,aq_9
v3,Agression Questionniare,AQ10_V3,aq_10
v3,Agression Questionniare,AQ11_V3,aq_11
v3,Agression Questionniare,AQ12_V3,aq_12
v3,CES-D,CES1_V3,ces_1
v3,CES-D,CES2_V3,ces_2
v3,CES-D,CES3_V3,ces_3
v3,CES-D,CES4_V3,ces_4
v3,CES-D,CES5_V3,ces_5
v3,CES-D,CES6_V3,ces_6
v3,CES-D,CES7_V3,ces_7
v3,CES-D,CES8_V3,ces_8
v3,CES-D,CES9_V3,ces_9
v3,CES-D,CES10_V3,ces_10
v3,Interpersonal Support Evaluation List,IS1_V3,is_1
v3,Interpersonal Support Evaluation List,IS2_V3,is_2
v3,Interpersonal Support Evaluation List,IS3_V3,is_3
v3,Interpersonal Support Evaluation List,IS4_V3,is_4
v3,Interpersonal Support Evaluation List,IS5_V3,is_5
v3,Interpersonal Support Evaluation List,IS6_V3,is_6
v3,Interpersonal Support Evaluation List,IS7_V3,is_7
v3,Interpersonal Support Evaluation List,IS8_V3,is_8
v3,Interpersonal Support Evaluation List,IS9_V3,is_9
v3,Interpersonal Support Evaluation List,IS10_V3,is_10
v3,Interpersonal Support Evaluation List,IS11_V3,is_11
v3,Interpersonal Support Evaluation List,IS12_V3,is_12
v3,Religious Participation,RP1_V3,rp_1
v3,Religious Participation,RP2_V3,rp_2
v3,Lubben Social Network Scale,LSN1_V3,lsn_1
v3,Lubben Social Network Scale,LSN2_V3,lsn_2
v3,Lubben Social Network Scale,LSN3_V3,lsn_3
v3,Lubben Social Network Scale,LSN4_V3,lsn_4
v3,Lubben Social Network Scale,LSN5_V3,lsn_5
v3,Lubben Social Network Scale,LSN6_V3,lsn_6
v3,Resource Utilization,R1_V3,r_1
v3,Resource Utilization,R2_V3,r_2
v3,Resource Utilization,R3_V3,r_3
v3,Resource Utilization,R4_V3,r_4
v3,Resource Utilization,R5_V3,r_5
v3,Resource Utilization,R6_V3,r_6
v3,Resource Utilization,R7_V3,r_7
v3,Resource Utilization,R8_V3,r_8
v3,Resource Utilization,R9_V3,r_9
v3,Resource Utilization,R10_V3,r_10
v3,Resource Utilization,R11_V3,r_11
v3,Resource Utilization,R11B_V3,r_12
v3,Resource Utilization,R12_V3,r_13
v3,Resource Utilization,R13_V3,r_14
v3,Resource Utilization,R14_V3,r_15
v3,Resource Utilization,R15_V3,r_16
v3,Resource Utilization,R15_V3A,r_16a
v3,Resource Utilization,R15_V3B,r_16b
v3,Resource Utilization,R15_V3C,r_16c
v3,Resource Utilization,R15_V3D,r_16d
v3,Resource Utilization,R15_V3E,r_16e
v3,Resource Utilization,R15_V3F,r_16f
v3,Resource Utilization,R15_V3G,r_16g
v3,Resource Utilization,R15_V3H,r_16h
v3,Resource Utilization,R15_V3I,r_16i
v3,Resource Utilization,R15_V3J,r_16j
v3,Resource Utilization,R15_V3K,r_16k
v3,Resource Utilization,R15_V3L,r_16l
v3,Resource Utilization,R15_V3M,r_16m
v3,Resource Utilization,R15_V3N,r_16n
v3,Resource Utilization,R15_V3O,r_16o
v3,Treatment Quality and Satisfaction Survey,TQ1_1V3,tq_1_1
v3,Treatment Quality and Satisfaction Survey,TQ2_1V3,tq_2_1
v3,Treatment Quality and Satisfaction Survey,TQ14_1V3,tq_14_1
v3,Treatment Quality and Satisfaction Survey,TQ1_2V3,tq_1_2
v3,Treatment Quality and Satisfaction Survey,TQ2_2V3,tq_2_2
v3,Treatment Quality and Satisfaction Survey,TQ3_2V3,tq_3_2
v3,Treatment Quality and Satisfaction Survey,TQ4_2V3,tq_4_2
v3,Treatment Quality and Satisfaction Survey,TQ9_2V3,tq_9_2
v3,Treatment Quality and Satisfaction Survey,TQ10_2V3,tq_10_2
v3,Treatment Quality and Satisfaction Survey,YQ11_2V3,yq_11_2
v3,Treatment Quality and Satisfaction Survey,TQ12_2V3,tq_12_2
v3,Treatment Quality and Satisfaction Survey,TQ13_2V3,tq_13_2
v3,Treatment Quality and Satisfaction Survey,TQ14_2V3,tq_14_2
v3,Treatment Quality and Satisfaction Survey,TQ1_3V3,tq_1_3
v3,Treatment Quality and Satisfaction Survey,TQ2_3V3,tq_2_3
v3,Treatment Quality and Satisfaction Survey,TQ3_3V3,tq_3_3
v3,Treatment Quality and Satisfaction Survey,TQ4_3V3,tq_4_3
v3,Treatment Quality and Satisfaction Survey,TQ5_3V3,tq_5_3
v3,Treatment Quality and Satisfaction Survey,TQ6_3V3,tq_6_3
v3,Treatment Quality and Satisfaction Survey,TQ7_3V3,tq_7_3
v3,Treatment Quality and Satisfaction Survey,TQ8_3V3,tq_8_3
v3,Treatment Quality and Satisfaction Survey,TQ9_3V3,tq_9_3
v3,Treatment Quality and Satisfaction Survey,TQ10_3V3,tq_10_3
v3,Treatment Quality and Satisfaction Survey,TQ11_3V3,tq_11_3
v3,Treatment Quality and Satisfaction Survey,TQ12_3V3,tq_12_3
v3,Treatment Quality and Satisfaction Survey,TQ13_3V3,tq_13_3
v3,Treatment Quality and Satisfaction Survey,TQ14_3V3,tq_14_3
v3,Treatment Quality and Satisfaction Survey,TQ15_3V3,tq_15_3
v3,Treatment Quality and Satisfaction Survey,TQ16_3V3,tq_16_3
v3,Treatment Quality and Satisfaction Survey,TQ17_3V3,tq_17_3
v3,Treatment Quality and Satisfaction Survey,TQ18_3V3,tq_18_3
v3,Treatment Quality and Satisfaction Survey,ENDTIME3,endtime
v3,Treatment Quality and Satisfaction Survey,ETIME_V3,etime
v4,Admin,TODAY_V4,today
v4,Admin,II_V4,ii
v4,Admin,SUBJECT,subject
v4,Admin,GROUP,group
v4,Admin,VISIT_V4,visit
v4,Admin,TEST_V4,test
v4,Biological/Anthropometric Measures,GENDER,gender
v4,Biological/Anthropometric Measures,WEIGHT_4,weight
v4,Biological/Anthropometric Measures,HEIGHT,height
v4,Biological/Anthropometric Measures,WAIST_C4,waist_c
v4,Biological/Anthropometric Measures,CO_V4,co
v4,Biological/Anthropometric Measures,READ1_V4,read_1
v4,Biological/Anthropometric Measures,READ2_V4,read_2
v4,Biological/Anthropometric Measures,READ3_V4,read_3
v4,Biological/Anthropometric Measures,CTIME_V4,ctime
v4,Demographic/Background Information Questionnaire,DEM6V4,dem_employ_status
v4,Demographic/Background Information Questionnaire,DEM6AV4,dem_employ_hpw
v4,Demographic/Background Information Questionnaire,DME6BV4,dem_employ_7days
v4,Demographic/Background Information Questionnaire,DEM7V4,dem_ins
v4,Demographic/Background Information Questionnaire,DEM7V4A,dem_ins_medicare
v4,Demographic/Background Information Questionnaire,DEM7V4B,dem_medicaid
v4,Demographic/Background Information Questionnaire,DEM7V4C,dem_ins_military
v4,Demographic/Background Information Questionnaire,DEM7V4D,dem_ins_private
v4,Demographic/Background Information Questionnaire,DEM7V4E,dem_ins_none
v4,Demographic/Background Information Questionnaire,DEM8V4,dem_social_security
v4,Demographic/Background Information Questionnaire,DEM9V4,dem_social_security_amount
v4,Demographic/Background Information Questionnaire,DEM10V4,dem_snap
v4,Demographic/Background Information Questionnaire,DEM11V4,dem_snap_amount
v4,Demographic/Background Information Questionnaire,DEM12V4,dem_income_source
v4,Demographic/Background Information Questionnaire,DEM12V4A,dem_income_source_work
v4,Demographic/Background Information Questionnaire,DEM12V4B,dem_income_source_criminalized
v4,Demographic/Background Information Questionnaire,DEM12V4C,dem_income_source_disability
v4,Demographic/Background Information Questionnaire,DEM12V4D,dem_income_source_emp_benefits
v4,Demographic/Background Information Questionnaire,DEM12V4E,dem_income_source_self_emp
v4,Demographic/Background Information Questionnaire,DEM12V4F,dem_income_source_sex
v4,Demographic/Background Information Questionnaire,DEM12V4G,dem_income_source_drugs
v4,Demographic/Background Information Questionnaire,DEM12V4H,dem_income_source_social_assistance
v4,Demographic/Background Information Questionnaire,DEM12V4I,dem_income_source_student_loans
v4,Demographic/Background Information Questionnaire,DEM12V4J,dem_income_source_friends_relatives
v4,Demographic/Background Information Questionnaire,DEM12V4K,dem_income_source_other
v4,Demographic/Background Information Questionnaire,DEM12V4L,dem_income_source_none
v4,Demographic/Background Information Questionnaire,DEM14V4,dem_income_1_mnth_7_cat
v4,Demographic/Background Information Questionnaire,DEM14AV4,dem_14a
v4,Demographic/Background Information Questionnaire,DEM14BV4,dem_14b
v4,Demographic/Background Information Questionnaire,DEM14CV4,dem_14c
v4,Demographic/Background Information Questionnaire,DEM14DV4,dem_14d
v4,Demographic/Background Information Questionnaire,DEM14EV4,dem_14e
v4,Demographic/Background Information Questionnaire,DEM14FV4,dem_14f
v4,Demographic/Background Information Questionnaire,DEM14GV4,dem_14g
v4,Demographic/Background Information Questionnaire,DEM14HV4,dem_14h
v4,The Brief Homelessness Questionnaire,BH8V4,bh_8
v4,The Brief Homelessness Questionnaire,BH9V4,bh_9
v4,The Brief Homelessness Questionnaire,BH10V4,bh_10
v4,The Brief Homelessness Questionnaire,BH11AV4,bh_11
v4,The Brief Homelessness Questionnaire,BH14V4,bh_14
v4,The Brief Homelessness Questionnaire,BH14BV4,bh_14b
v4,The Brief Homelessness Questionnaire,BH14BV4M,bh_14bm
v4,The Brief Homelessness Questionnaire,BH14BV4W,bh_14bw
v4,The Brief Homelessness Questionnaire,BH14BV4D,bh_14bd
v4,The Brief Homelessness Questionnaire,BH18V4,bh_18
v4,The Brief Homelessness Questionnaire,BH18BV4,bh_18b
v4,The Brief Homelessness Questionnaire,BH18BV4A,bh_18ba
v4,The Brief Homelessness Questionnaire,BH18BV4B,bh_18bb
v4,The Brief Homelessness Questionnaire,BH18BV4C,bh_18bc
v4,The Brief Homelessness Questionnaire,BH18BV4D,bh_18bd
v4,The Brief Homelessness Questionnaire,BH18BV4E,bh_18be
v4,The Brief Homelessness Questionnaire,BH18BV4F,bh_18bf
v4,The Brief Homelessness Questionnaire,BH18BV4G,bh_18bg
v4,The Brief Homelessness Questionnaire,BH18BV4H,bh_18bh
v4,The Brief Homelessness Questionnaire,BH18B1V4,bh_18b1
v4,MacArthur Scale of Subjective Soical Status,SSS1_V4,sss_1
v4,MacArthur Scale of Subjective Soical Status,SSS2_V4,sss_2
v4,Patient Health Questionnaire,PHQ1_V4,phq_1
v4,Patient Health Questionnaire,PHQ2_V4,phq_2
v4,Patient Health Questionnaire,PHQ3_V4,phq_3
v4,Patient Health Questionnaire,PHQ4_V4,phq_4
v4,Patient Health Questionnaire,PHQ5_V4,phq_5
v4,Patient Health Questionnaire,PHQ6_V4,phq_6
v4,Patient Health Questionnaire,PHQ7_V4,phq_7
v4,Patient Health Questionnaire,PHQ8_V4,phq_8
v4,Patient Health Questionnaire,PHQ9_V4,phq_9
v4,Patient Health Questionnaire,PHQ10_V4,phq_10
v4,Patient Health Questionnaire,PHQ11_V4,phq_11
v4,Patient Health Questionnaire,PHQ12_V4,phq_12
v4,Patient Health Questionnaire,PHQ13_V4,phq_13
v4,Patient Health Questionnaire,PHQ14_V4,phq_14
v4,Patient Health Questionnaire,PHQ15_V4,phq_15
v4,SF-12 Health Survey,HS1_V4,hs_1
